;vars1;vars2;cramer_corr;actuacion;nivel;Identificador_pregunta
3090;nncox;ttequ;0,254615;Equilibrio;todos 2;ttequ
3091;nncom;ttequ;0,246707;Equilibrio;todos 2;ttequ
3092;nnrec;ttequ;0,245457;Equilibrio;todos 2;ttequ
3093;norg;ttequ;0,243286;Equilibrio;todos 2;ttequ
3094;ntom;ttequ;0,242205;Equilibrio;todos 2;ttequ
3095;tret;ttequ;0,241835;Equilibrio;todos 2;ttequ
3096;nemp;ttequ;0,239914;Equilibrio;todos 2;ttequ
3097;tpro;ttequ;0,23989;Equilibrio;todos 2;ttequ
3098;ylid;ttequ;0,239107;Equilibrio;todos 2;ttequ
3099;nnrit;ttequ;0,239092;Equilibrio;todos 2;ttequ
3100;nnlid;ttequ;0,234509;Equilibrio;todos 2;ttequ
3101;trec;ttequ;0,227192;Equilibrio;todos 2;ttequ
3102;tcov;ttequ;0,222453;Equilibrio;todos 2;ttequ
3103;nnret;ttequ;0,217251;Equilibrio;todos 2;ttequ
3104;ycom;ttequ;0,215846;Equilibrio;todos 2;ttequ
3105;nlid;ttequ;0,210486;Equilibrio;todos 2;ttequ
3106;npro;ttequ;0,207232;Equilibrio;todos 2;ttequ
3107;educacion;ttequ;0,200614;Equilibrio;todos 2;ttequ
3108;nret;ttequ;0,199602;Equilibrio;todos 2;ttequ
3109;nequ;ttequ;0,192203;Equilibrio;todos 2;ttequ
3110;nrit;ttequ;0,182145;Equilibrio;todos 2;ttequ
3111;nninn;ttequ;0,180081;Equilibrio;todos 2;ttequ
3112;nrec;ttequ;0,17865;Equilibrio;todos 2;ttequ
3113;tcox;ttequ;0,178339;Equilibrio;todos 2;ttequ
3114;yemp;ttequ;0,168442;Equilibrio;todos 2;ttequ
3115;nrel;ttequ;0,162893;Equilibrio;todos 2;ttequ
3116;torg;ttequ;0,157102;Equilibrio;todos 2;ttequ
3117;ttcox;ttequ;0,154239;Equilibrio;todos 2;ttequ
3118;ncom;ttequ;0,152968;Equilibrio;todos 2;ttequ
3119;ycov;ttequ;0,152411;Equilibrio;todos 2;ttequ
3120;ncov;ttequ;0,144396;Equilibrio;todos 2;ttequ
3121;yret;ttequ;0,143295;Equilibrio;todos 2;ttequ
3122;nnada;ttequ;0,136752;Equilibrio;todos 2;ttequ
3123;yequ;ttequ;0,135643;Equilibrio;todos 2;ttequ
3124;ycon;ttequ;0,133486;Equilibrio;todos 2;ttequ
3125;ysup;ttequ;0,124155;Equilibrio;todos 2;ttequ
3126;tpay;ttequ;0,121163;Equilibrio;todos 2;ttequ
3127;ninn;ttequ;0,112603;Equilibrio;todos 2;ttequ
3128;nent;ttequ;0,111276;Equilibrio;todos 2;ttequ
3129;yrec;ttequ;0,110128;Equilibrio;todos 2;ttequ
3130;nncov;ttequ;0,109372;Equilibrio;todos 2;ttequ
3131;npay;ttequ;0,106524;Equilibrio;todos 2;ttequ
3132;yrit;ttequ;0,098657;Equilibrio;todos 2;ttequ
3133;ncon;ttequ;0,097324;Equilibrio;todos 2;ttequ
3134;nada;ttequ;0,0969;Equilibrio;todos 2;ttequ
3135;nnent;ttequ;0,093088;Equilibrio;todos 2;ttequ
3136;yada;ttequ;0,091912;Equilibrio;todos 2;ttequ
3137;yorg;ttequ;0,091772;Equilibrio;todos 2;ttequ
3138;ncox;ttequ;0,084004;Equilibrio;todos 2;ttequ
3139;edad;ttequ;0,069868;Equilibrio;todos 2;ttequ
3140;nncon;ttequ;0,067879;Equilibrio;todos 2;ttequ
3141;yinn;ttequ;0,067235;Equilibrio;todos 2;ttequ
3142;nntom;ttequ;0,05351;Equilibrio;todos 2;ttequ
3143;nnorg;ttequ;0,047055;Equilibrio;todos 2;ttequ
3144;yent;ttequ;0,047007;Equilibrio;todos 2;ttequ
3145;ypay;ttequ;0,044757;Equilibrio;todos 2;ttequ
3146;genero;ttequ;0,023918;Equilibrio;todos 2;ttequ
3147;nnequ;ttequ;0,017253;Equilibrio;todos 2;ttequ
3148;antigüedad en la organización;ttequ;0,0;Equilibrio;todos 2;ttequ
3149;ypro;ttequ;0,0;Equilibrio;todos 2;ttequ
3150;ycox;ttequ;0,0;Equilibrio;todos 2;ttequ
3151;antigüedad en el cargo;ttequ;0,0;Equilibrio;todos 2;ttequ
3152;estado civil;ttequ;0,0;Equilibrio;todos 2;ttequ
3153;yrel;ttequ;0,0;Equilibrio;todos 2;ttequ
3154;area;ttequ;0,0;Equilibrio;todos 2;ttequ
3155;ytom;ttequ;0,0;Equilibrio;todos 2;ttequ
3156;nivel del cargo;ttequ;0,0;Equilibrio;todos 2;ttequ
3157;nnrel;ttequ;0,0;Equilibrio;todos 2;ttequ
3158;hijos;ttequ;0,0;Equilibrio;todos 2;ttequ
3159;ncon;torg;0,376145;Orgullo (eNps);todos 1;torg
3160;tpro;torg;0,342164;Orgullo (eNps);todos 1;torg
3161;nnorg;torg;0,328966;Orgullo (eNps);todos 1;torg
3162;nncox;torg;0,321848;Orgullo (eNps);todos 1;torg
3163;nnequ;torg;0,308745;Orgullo (eNps);todos 1;torg
3164;tcox;torg;0,302081;Orgullo (eNps);todos 1;torg
3165;nada;torg;0,282202;Orgullo (eNps);todos 1;torg
3166;nncom;torg;0,28065;Orgullo (eNps);todos 1;torg
3167;nrel;torg;0,277467;Orgullo (eNps);todos 1;torg
3168;nemp;torg;0,27568;Orgullo (eNps);todos 1;torg
3169;ninn;torg;0,270487;Orgullo (eNps);todos 1;torg
3170;nnpro;torg;0,261198;Orgullo (eNps);todos 1;torg
3171;nsup;torg;0,257022;Orgullo (eNps);todos 1;torg
3172;nnlid;torg;0,242773;Orgullo (eNps);todos 1;torg
3173;ncom;torg;0,232897;Orgullo (eNps);todos 1;torg
3174;yrit;torg;0,227993;Orgullo (eNps);todos 1;torg
3175;nent;torg;0,21973;Orgullo (eNps);todos 1;torg
3176;yada;torg;0,211178;Orgullo (eNps);todos 1;torg
3177;ylid;torg;0,208221;Orgullo (eNps);todos 1;torg
3178;nnret;torg;0,20817;Orgullo (eNps);todos 1;torg
3179;nnemp;torg;0,204171;Orgullo (eNps);todos 1;torg
3180;nrec;torg;0,203949;Orgullo (eNps);todos 1;torg
3181;nncon;torg;0,203448;Orgullo (eNps);todos 1;torg
3182;tequ;torg;0,202978;Orgullo (eNps);todos 1;torg
3183;nnsup;torg;0,202752;Orgullo (eNps);todos 1;torg
3184;nlid;torg;0,195714;Orgullo (eNps);todos 1;torg
3185;ncov;torg;0,194061;Orgullo (eNps);todos 1;torg
3186;nnrec;torg;0,186417;Orgullo (eNps);todos 1;torg
3187;nrit;torg;0,185967;Orgullo (eNps);todos 1;torg
3188;norg;torg;0,183846;Orgullo (eNps);todos 1;torg
3189;ntom;torg;0,179728;Orgullo (eNps);todos 1;torg
3190;nret;torg;0,175678;Orgullo (eNps);todos 1;torg
3191;nnrit;torg;0,166701;Orgullo (eNps);todos 1;torg
3192;nnpay;torg;0,166019;Orgullo (eNps);todos 1;torg
3193;nninn;torg;0,164599;Orgullo (eNps);todos 1;torg
3194;yorg;torg;0,154721;Orgullo (eNps);todos 1;torg
3195;nequ;torg;0,152202;Orgullo (eNps);todos 1;torg
3196;yequ;torg;0,148036;Orgullo (eNps);todos 1;torg
3197;yrec;torg;0,14605;Orgullo (eNps);todos 1;torg
3198;npay;torg;0,140987;Orgullo (eNps);todos 1;torg
3199;ncox;torg;0,136748;Orgullo (eNps);todos 1;torg
3200;npro;torg;0,135586;Orgullo (eNps);todos 1;torg
3201;yinn;torg;0,13129;Orgullo (eNps);todos 1;torg
3202;nncov;torg;0,126772;Orgullo (eNps);todos 1;torg
3203;nivel del cargo;torg;0,123527;Orgullo (eNps);todos 1;torg
3204;hijos;torg;0,114504;Orgullo (eNps);todos 1;torg
3205;yent;torg;0,079225;Orgullo (eNps);todos 1;torg
3206;ypro;torg;0,077227;Orgullo (eNps);todos 1;torg
3207;ycov;torg;0,076424;Orgullo (eNps);todos 1;torg
3208;ypay;torg;0,069624;Orgullo (eNps);todos 1;torg
3209;yrel;torg;0,061979;Orgullo (eNps);todos 1;torg
3210;antigüedad en la organización;torg;0,049758;Orgullo (eNps);todos 1;torg
3211;nnrel;torg;0,049608;Orgullo (eNps);todos 1;torg
3212;ysup;torg;0,043069;Orgullo (eNps);todos 1;torg
3213;nnent;torg;0,041022;Orgullo (eNps);todos 1;torg
3214;ycox;torg;0,030574;Orgullo (eNps);todos 1;torg
3215;nntom;torg;0,029713;Orgullo (eNps);todos 1;torg
3216;antigüedad en el cargo;torg;0,0;Orgullo (eNps);todos 1;torg
3217;educacion;torg;0,0;Orgullo (eNps);todos 1;torg
3218;yret;torg;0,0;Orgullo (eNps);todos 1;torg
3219;edad;torg;0,0;Orgullo (eNps);todos 1;torg
3220;ycon;torg;0,0;Orgullo (eNps);todos 1;torg
3221;estado civil;torg;0,0;Orgullo (eNps);todos 1;torg
3222;ytom;torg;0,0;Orgullo (eNps);todos 1;torg
3223;area;torg;0,0;Orgullo (eNps);todos 1;torg
3224;yemp;torg;0,0;Orgullo (eNps);todos 1;torg
3225;genero;torg;0,0;Orgullo (eNps);todos 1;torg
3226;ycom;torg;0,0;Orgullo (eNps);todos 1;torg
3227;nnada;torg;0,0;Orgullo (eNps);todos 1;torg
3228;ncox;nncon;0,37545;Contribucion;nosotros 2;nncon
3229;nent;nncon;0,365954;Contribucion;nosotros 2;nncon
3230;nnpay;nncon;0,319433;Contribucion;nosotros 2;nncon
3231;nrel;nncon;0,312316;Contribucion;nosotros 2;nncon
3232;nncox;nncon;0,310475;Contribucion;nosotros 2;nncon
3233;ncom;nncon;0,27908;Contribucion;nosotros 2;nncon
3234;ypay;nncon;0,277426;Contribucion;nosotros 2;nncon
3235;ycom;nncon;0,272171;Contribucion;nosotros 2;nncon
3236;nrit;nncon;0,269318;Contribucion;nosotros 2;nncon
3237;nequ;nncon;0,26912;Contribucion;nosotros 2;nncon
3238;yada;nncon;0,259999;Contribucion;nosotros 2;nncon
3239;nlid;nncon;0,252296;Contribucion;nosotros 2;nncon
3240;nada;nncon;0,236006;Contribucion;nosotros 2;nncon
3241;ncov;nncon;0,235533;Contribucion;nosotros 2;nncon
3242;nnequ;nncon;0,234392;Contribucion;nosotros 2;nncon
3243;ntom;nncon;0,20766;Contribucion;nosotros 2;nncon
3244;nnorg;nncon;0,199135;Contribucion;nosotros 2;nncon
3245;yrit;nncon;0,191823;Contribucion;nosotros 2;nncon
3246;ninn;nncon;0,190134;Contribucion;nosotros 2;nncon
3247;ylid;nncon;0,175096;Contribucion;nosotros 2;nncon
3248;edad;nncon;0,171961;Contribucion;nosotros 2;nncon
3249;nret;nncon;0,164031;Contribucion;nosotros 2;nncon
3250;nnpro;nncon;0,161411;Contribucion;nosotros 2;nncon
3251;ycov;nncon;0,15929;Contribucion;nosotros 2;nncon
3252;norg;nncon;0,157609;Contribucion;nosotros 2;nncon
3253;yemp;nncon;0,15308;Contribucion;nosotros 2;nncon
3254;antigüedad en el cargo;nncon;0,148572;Contribucion;nosotros 2;nncon
3255;yinn;nncon;0,148309;Contribucion;nosotros 2;nncon
3256;nemp;nncon;0,146958;Contribucion;nosotros 2;nncon
3257;ncon;nncon;0,146845;Contribucion;nosotros 2;nncon
3258;yrel;nncon;0,14493;Contribucion;nosotros 2;nncon
3259;npay;nncon;0,143685;Contribucion;nosotros 2;nncon
3260;nsup;nncon;0,134213;Contribucion;nosotros 2;nncon
3261;ycox;nncon;0,111007;Contribucion;nosotros 2;nncon
3262;nrec;nncon;0,106967;Contribucion;nosotros 2;nncon
3263;ytom;nncon;0,106249;Contribucion;nosotros 2;nncon
3264;yrec;nncon;0,103838;Contribucion;nosotros 2;nncon
3265;yret;nncon;0,059216;Contribucion;nosotros 2;nncon
3266;yorg;nncon;0,050437;Contribucion;nosotros 2;nncon
3267;npro;nncon;0,041098;Contribucion;nosotros 2;nncon
3268;antigüedad en la organización;nncon;0,039821;Contribucion;nosotros 2;nncon
3269;nivel del cargo;nncon;0,029342;Contribucion;nosotros 2;nncon
3270;ysup;nncon;0,018393;Contribucion;nosotros 2;nncon
3271;ypro;nncon;0,0;Contribucion;nosotros 2;nncon
3272;hijos;nncon;0,0;Contribucion;nosotros 2;nncon
3273;educacion;nncon;0,0;Contribucion;nosotros 2;nncon
3274;ycon;nncon;0,0;Contribucion;nosotros 2;nncon
3275;yequ;nncon;0,0;Contribucion;nosotros 2;nncon
3276;area;nncon;0,0;Contribucion;nosotros 2;nncon
3277;yent;nncon;0,0;Contribucion;nosotros 2;nncon
3278;estado civil;nncon;0,0;Contribucion;nosotros 2;nncon
3279;genero;nncon;0,0;Contribucion;nosotros 2;nncon
3280;tpro;tpay;0,375338;Pedir ayuda;todos 1;tpay
3281;tcox;tpay;0,373687;Pedir ayuda;todos 1;tpay
3282;torg;tpay;0,330224;Pedir ayuda;todos 1;tpay
3283;nrel;tpay;0,31803;Pedir ayuda;todos 1;tpay
3284;nnequ;tpay;0,307094;Pedir ayuda;todos 1;tpay
3285;nada;tpay;0,304754;Pedir ayuda;todos 1;tpay
3286;nntom;tpay;0,301188;Pedir ayuda;todos 1;tpay
3287;nncom;tpay;0,286157;Pedir ayuda;todos 1;tpay
3288;nsup;tpay;0,274378;Pedir ayuda;todos 1;tpay
3289;nncon;tpay;0,269026;Pedir ayuda;todos 1;tpay
3290;tequ;tpay;0,268491;Pedir ayuda;todos 1;tpay
3291;nnsup;tpay;0,265727;Pedir ayuda;todos 1;tpay
3292;nnrec;tpay;0,261601;Pedir ayuda;todos 1;tpay
3293;ncon;tpay;0,255492;Pedir ayuda;todos 1;tpay
3294;nent;tpay;0,253599;Pedir ayuda;todos 1;tpay
3295;nncox;tpay;0,252158;Pedir ayuda;todos 1;tpay
3296;nnpay;tpay;0,24202;Pedir ayuda;todos 1;tpay
3297;nequ;tpay;0,233296;Pedir ayuda;todos 1;tpay
3298;yent;tpay;0,218525;Pedir ayuda;todos 1;tpay
3299;ylid;tpay;0,217499;Pedir ayuda;todos 1;tpay
3300;nrit;tpay;0,217325;Pedir ayuda;todos 1;tpay
3301;yemp;tpay;0,211341;Pedir ayuda;todos 1;tpay
3302;norg;tpay;0,210756;Pedir ayuda;todos 1;tpay
3303;nlid;tpay;0,198759;Pedir ayuda;todos 1;tpay
3304;nnemp;tpay;0,19531;Pedir ayuda;todos 1;tpay
3305;ncox;tpay;0,195085;Pedir ayuda;todos 1;tpay
3306;nemp;tpay;0,188811;Pedir ayuda;todos 1;tpay
3307;nnlid;tpay;0,187221;Pedir ayuda;todos 1;tpay
3308;nnpro;tpay;0,180854;Pedir ayuda;todos 1;tpay
3309;nret;tpay;0,179515;Pedir ayuda;todos 1;tpay
3310;nnret;tpay;0,175485;Pedir ayuda;todos 1;tpay
3311;nnorg;tpay;0,174889;Pedir ayuda;todos 1;tpay
3312;npro;tpay;0,168074;Pedir ayuda;todos 1;tpay
3313;nrec;tpay;0,168055;Pedir ayuda;todos 1;tpay
3314;nnent;tpay;0,164308;Pedir ayuda;todos 1;tpay
3315;nnrit;tpay;0,161327;Pedir ayuda;todos 1;tpay
3316;ntom;tpay;0,157714;Pedir ayuda;todos 1;tpay
3317;ypay;tpay;0,152327;Pedir ayuda;todos 1;tpay
3318;ninn;tpay;0,149376;Pedir ayuda;todos 1;tpay
3319;yrec;tpay;0,1466;Pedir ayuda;todos 1;tpay
3320;nnada;tpay;0,143567;Pedir ayuda;todos 1;tpay
3321;nivel del cargo;tpay;0,132862;Pedir ayuda;todos 1;tpay
3322;ycom;tpay;0,124995;Pedir ayuda;todos 1;tpay
3323;nninn;tpay;0,120026;Pedir ayuda;todos 1;tpay
3324;ncom;tpay;0,119023;Pedir ayuda;todos 1;tpay
3325;nncov;tpay;0,114438;Pedir ayuda;todos 1;tpay
3326;ncov;tpay;0,107848;Pedir ayuda;todos 1;tpay
3327;npay;tpay;0,106517;Pedir ayuda;todos 1;tpay
3328;ycov;tpay;0,102921;Pedir ayuda;todos 1;tpay
3329;yequ;tpay;0,098771;Pedir ayuda;todos 1;tpay
3330;nnrel;tpay;0,097702;Pedir ayuda;todos 1;tpay
3331;ycon;tpay;0,097416;Pedir ayuda;todos 1;tpay
3332;estado civil;tpay;0,087547;Pedir ayuda;todos 1;tpay
3333;ypro;tpay;0,082781;Pedir ayuda;todos 1;tpay
3334;yada;tpay;0,078144;Pedir ayuda;todos 1;tpay
3335;genero;tpay;0,07769;Pedir ayuda;todos 1;tpay
3336;yrel;tpay;0,077158;Pedir ayuda;todos 1;tpay
3337;antigüedad en la organización;tpay;0,057882;Pedir ayuda;todos 1;tpay
3338;hijos;tpay;0,056229;Pedir ayuda;todos 1;tpay
3339;antigüedad en el cargo;tpay;0,0;Pedir ayuda;todos 1;tpay
3340;yrit;tpay;0,0;Pedir ayuda;todos 1;tpay
3341;educacion;tpay;0,0;Pedir ayuda;todos 1;tpay
3342;yorg;tpay;0,0;Pedir ayuda;todos 1;tpay
3343;ycox;tpay;0,0;Pedir ayuda;todos 1;tpay
3344;yret;tpay;0,0;Pedir ayuda;todos 1;tpay
3345;edad;tpay;0,0;Pedir ayuda;todos 1;tpay
3346;yinn;tpay;0,0;Pedir ayuda;todos 1;tpay
3347;ytom;tpay;0,0;Pedir ayuda;todos 1;tpay
3348;area;tpay;0,0;Pedir ayuda;todos 1;tpay
3349;ysup;tpay;0,0;Pedir ayuda;todos 1;tpay
3350;tequ;trec;0,367572;Reconocimiento;todos 1;trec
3351;tret;trec;0,361531;Reconocimiento;todos 1;trec
3352;nrec;trec;0,344169;Reconocimiento;todos 1;trec
3353;ncov;trec;0,318574;Reconocimiento;todos 1;trec
3354;nnlid;trec;0,318538;Reconocimiento;todos 1;trec
3355;tpro;trec;0,313939;Reconocimiento;todos 1;trec
3356;nsup;trec;0,309307;Reconocimiento;todos 1;trec
3357;nnret;trec;0,299633;Reconocimiento;todos 1;trec
3358;ntom;trec;0,295226;Reconocimiento;todos 1;trec
3359;nent;trec;0,289169;Reconocimiento;todos 1;trec
3360;nlid;trec;0,284797;Reconocimiento;todos 1;trec
3361;ncom;trec;0,28308;Reconocimiento;todos 1;trec
3362;norg;trec;0,281825;Reconocimiento;todos 1;trec
3363;tcon;trec;0,279027;Reconocimiento;todos 1;trec
3364;nncox;trec;0,274274;Reconocimiento;todos 1;trec
3365;nncom;trec;0,273922;Reconocimiento;todos 1;trec
3366;tcox;trec;0,268459;Reconocimiento;todos 1;trec
3367;npro;trec;0,26244;Reconocimiento;todos 1;trec
3368;nrit;trec;0,253197;Reconocimiento;todos 1;trec
3369;nnrec;trec;0,252198;Reconocimiento;todos 1;trec
3370;nemp;trec;0,251202;Reconocimiento;todos 1;trec
3371;nncon;trec;0,245192;Reconocimiento;todos 1;trec
3372;nrel;trec;0,239489;Reconocimiento;todos 1;trec
3373;nnada;trec;0,238992;Reconocimiento;todos 1;trec
3374;nret;trec;0,238532;Reconocimiento;todos 1;trec
3375;nnrit;trec;0,23713;Reconocimiento;todos 1;trec
3376;nequ;trec;0,23509;Reconocimiento;todos 1;trec
3377;nnemp;trec;0,233759;Reconocimiento;todos 1;trec
3378;nnpro;trec;0,230969;Reconocimiento;todos 1;trec
3379;ninn;trec;0,218667;Reconocimiento;todos 1;trec
3380;npay;trec;0,212273;Reconocimiento;todos 1;trec
3381;ylid;trec;0,20904;Reconocimiento;todos 1;trec
3382;nninn;trec;0,207201;Reconocimiento;todos 1;trec
3383;ncox;trec;0,205585;Reconocimiento;todos 1;trec
3384;ncon;trec;0,202685;Reconocimiento;todos 1;trec
3385;nnpay;trec;0,200618;Reconocimiento;todos 1;trec
3386;yequ;trec;0,192487;Reconocimiento;todos 1;trec
3387;nada;trec;0,186204;Reconocimiento;todos 1;trec
3388;nnsup;trec;0,185062;Reconocimiento;todos 1;trec
3389;nntom;trec;0,183299;Reconocimiento;todos 1;trec
3390;nnorg;trec;0,157666;Reconocimiento;todos 1;trec
3391;nnequ;trec;0,153633;Reconocimiento;todos 1;trec
3392;torg;trec;0,148243;Reconocimiento;todos 1;trec
3393;tpay;trec;0,138795;Reconocimiento;todos 1;trec
3394;edad;trec;0,133996;Reconocimiento;todos 1;trec
3395;nnrel;trec;0,131714;Reconocimiento;todos 1;trec
3396;yrel;trec;0,131413;Reconocimiento;todos 1;trec
3397;nnent;trec;0,12924;Reconocimiento;todos 1;trec
3398;ypro;trec;0,115965;Reconocimiento;todos 1;trec
3399;yorg;trec;0,115398;Reconocimiento;todos 1;trec
3400;ycom;trec;0,106509;Reconocimiento;todos 1;trec
3401;yrit;trec;0,105296;Reconocimiento;todos 1;trec
3402;ycov;trec;0,090066;Reconocimiento;todos 1;trec
3403;yrec;trec;0,080188;Reconocimiento;todos 1;trec
3404;ycon;trec;0,078843;Reconocimiento;todos 1;trec
3405;nncov;trec;0,076821;Reconocimiento;todos 1;trec
3406;ypay;trec;0,074579;Reconocimiento;todos 1;trec
3407;antigüedad en la organización;trec;0,04331;Reconocimiento;todos 1;trec
3408;area;trec;0,042095;Reconocimiento;todos 1;trec
3409;antigüedad en el cargo;trec;0,0;Reconocimiento;todos 1;trec
3410;educacion;trec;0,0;Reconocimiento;todos 1;trec
3411;ycox;trec;0,0;Reconocimiento;todos 1;trec
3412;yret;trec;0,0;Reconocimiento;todos 1;trec
3413;estado civil;trec;0,0;Reconocimiento;todos 1;trec
3414;yinn;trec;0,0;Reconocimiento;todos 1;trec
3415;nivel del cargo;trec;0,0;Reconocimiento;todos 1;trec
3416;ytom;trec;0,0;Reconocimiento;todos 1;trec
3417;yada;trec;0,0;Reconocimiento;todos 1;trec
3418;yemp;trec;0,0;Reconocimiento;todos 1;trec
3419;genero;trec;0,0;Reconocimiento;todos 1;trec
3420;hijos;trec;0,0;Reconocimiento;todos 1;trec
3421;yent;trec;0,0;Reconocimiento;todos 1;trec
3422;ysup;trec;0,0;Reconocimiento;todos 1;trec
3423;nent;nrel;0,365482;Relaciones;nosotros 1;nrel
3424;ncon;nrel;0,349787;Relaciones;nosotros 1;nrel
3425;ntom;nrel;0,303515;Relaciones;nosotros 1;nrel
3426;nemp;nrel;0,302835;Relaciones;nosotros 1;nrel
3427;ncov;nrel;0,273477;Relaciones;nosotros 1;nrel
3428;ncox;nrel;0,256484;Relaciones;nosotros 1;nrel
3429;nlid;nrel;0,247685;Relaciones;nosotros 1;nrel
3430;norg;nrel;0,240001;Relaciones;nosotros 1;nrel
3431;ncom;nrel;0,238315;Relaciones;nosotros 1;nrel
3432;npay;nrel;0,225741;Relaciones;nosotros 1;nrel
3433;nada;nrel;0,223021;Relaciones;nosotros 1;nrel
3434;nequ;nrel;0,210103;Relaciones;nosotros 1;nrel
3435;nret;nrel;0,2051;Relaciones;nosotros 1;nrel
3436;ninn;nrel;0,196596;Relaciones;nosotros 1;nrel
3437;nrec;nrel;0,183935;Relaciones;nosotros 1;nrel
3438;educacion;nrel;0,180712;Relaciones;nosotros 1;nrel
3439;nrit;nrel;0,169747;Relaciones;nosotros 1;nrel
3440;ycov;nrel;0,166651;Relaciones;nosotros 1;nrel
3441;ylid;nrel;0,154685;Relaciones;nosotros 1;nrel
3442;yada;nrel;0,153656;Relaciones;nosotros 1;nrel
3443;npro;nrel;0,138737;Relaciones;nosotros 1;nrel
3444;yequ;nrel;0,131444;Relaciones;nosotros 1;nrel
3445;antigüedad en el cargo;nrel;0,093111;Relaciones;nosotros 1;nrel
3446;ytom;nrel;0,092876;Relaciones;nosotros 1;nrel
3447;ycom;nrel;0,059159;Relaciones;nosotros 1;nrel
3448;estado civil;nrel;0,022919;Relaciones;nosotros 1;nrel
3449;yrec;nrel;0,0;Relaciones;nosotros 1;nrel
3450;ypro;nrel;0,0;Relaciones;nosotros 1;nrel
3451;yrit;nrel;0,0;Relaciones;nosotros 1;nrel
3452;hijos;nrel;0,0;Relaciones;nosotros 1;nrel
3453;edad;nrel;0,0;Relaciones;nosotros 1;nrel
3454;ycox;nrel;0,0;Relaciones;nosotros 1;nrel
3455;ycon;nrel;0,0;Relaciones;nosotros 1;nrel
3456;ypay;nrel;0,0;Relaciones;nosotros 1;nrel
3457;yret;nrel;0,0;Relaciones;nosotros 1;nrel
3458;antigüedad en la organización;nrel;0,0;Relaciones;nosotros 1;nrel
3459;yorg;nrel;0,0;Relaciones;nosotros 1;nrel
3460;yrel;nrel;0,0;Relaciones;nosotros 1;nrel
3461;yinn;nrel;0,0;Relaciones;nosotros 1;nrel
3462;yemp;nrel;0,0;Relaciones;nosotros 1;nrel
3463;nivel del cargo;nrel;0,0;Relaciones;nosotros 1;nrel
3464;area;nrel;0,0;Relaciones;nosotros 1;nrel
3465;ysup;nrel;0,0;Relaciones;nosotros 1;nrel
3466;genero;nrel;0,0;Relaciones;nosotros 1;nrel
3467;yent;nrel;0,0;Relaciones;nosotros 1;nrel
3468;nent;nnpay;0,365276;Pedir ayuda;nosotros 2;nnpay
3469;nncox;nnpay;0,283372;Pedir ayuda;nosotros 2;nnpay
3470;nlid;nnpay;0,255183;Pedir ayuda;nosotros 2;nnpay
3471;nequ;nnpay;0,253641;Pedir ayuda;nosotros 2;nnpay
3472;ypay;nnpay;0,251748;Pedir ayuda;nosotros 2;nnpay
3473;ycom;nnpay;0,250723;Pedir ayuda;nosotros 2;nnpay
3474;nrel;nnpay;0,24564;Pedir ayuda;nosotros 2;nnpay
3475;ncox;nnpay;0,242427;Pedir ayuda;nosotros 2;nnpay
3476;nsup;nnpay;0,241228;Pedir ayuda;nosotros 2;nnpay
3477;ntom;nnpay;0,233982;Pedir ayuda;nosotros 2;nnpay
3478;npro;nnpay;0,222993;Pedir ayuda;nosotros 2;nnpay
3479;nada;nnpay;0,218743;Pedir ayuda;nosotros 2;nnpay
3480;nemp;nnpay;0,215549;Pedir ayuda;nosotros 2;nnpay
3481;nnpro;nnpay;0,20212;Pedir ayuda;nosotros 2;nnpay
3482;nnequ;nnpay;0,193569;Pedir ayuda;nosotros 2;nnpay
3483;edad;nnpay;0,19352;Pedir ayuda;nosotros 2;nnpay
3484;ylid;nnpay;0,176263;Pedir ayuda;nosotros 2;nnpay
3485;yrit;nnpay;0,176065;Pedir ayuda;nosotros 2;nnpay
3486;nrit;nnpay;0,172494;Pedir ayuda;nosotros 2;nnpay
3487;nret;nnpay;0,166964;Pedir ayuda;nosotros 2;nnpay
3488;yret;nnpay;0,145821;Pedir ayuda;nosotros 2;nnpay
3489;ncov;nnpay;0,142672;Pedir ayuda;nosotros 2;nnpay
3490;ninn;nnpay;0,138753;Pedir ayuda;nosotros 2;nnpay
3491;npay;nnpay;0,130743;Pedir ayuda;nosotros 2;nnpay
3492;nrec;nnpay;0,127192;Pedir ayuda;nosotros 2;nnpay
3493;yrec;nnpay;0,117331;Pedir ayuda;nosotros 2;nnpay
3494;nnorg;nnpay;0,115984;Pedir ayuda;nosotros 2;nnpay
3495;ncon;nnpay;0,112901;Pedir ayuda;nosotros 2;nnpay
3496;ncom;nnpay;0,09972;Pedir ayuda;nosotros 2;nnpay
3497;hijos;nnpay;0,075499;Pedir ayuda;nosotros 2;nnpay
3498;ypro;nnpay;0,068974;Pedir ayuda;nosotros 2;nnpay
3499;norg;nnpay;0,057486;Pedir ayuda;nosotros 2;nnpay
3500;area;nnpay;0,056721;Pedir ayuda;nosotros 2;nnpay
3501;yent;nnpay;0,050463;Pedir ayuda;nosotros 2;nnpay
3502;educacion;nnpay;0,0;Pedir ayuda;nosotros 2;nnpay
3503;antigüedad en el cargo;nnpay;0,0;Pedir ayuda;nosotros 2;nnpay
3504;ycox;nnpay;0,0;Pedir ayuda;nosotros 2;nnpay
3505;ycon;nnpay;0,0;Pedir ayuda;nosotros 2;nnpay
3506;yequ;nnpay;0,0;Pedir ayuda;nosotros 2;nnpay
